light	time_min	strain	activity	error_level	rep
dark	27	disease	1890.7264655405652	low	7
dark	28	WT	3119.162051447216	low	7
dark	28	disease	619.1620514472158	low	7
dark	29	WT	1890.603341616276	low	7
dark	29	disease	-609.3966583837238	low	7
light	30	WT	0	low	7
light	30	disease	0	low	7
light	31	WT	0	low	7
light	31	disease	0	low	7
light	32	WT	0	low	7
light	32	disease	0	low	7
light	33	WT	0	low	7
light	33	disease	0	low	7
light	34	WT	0	low	7
light	34	disease	0	low	7
light	35	WT	0	low	7
light	35	disease	0	low	7
light	36	WT	0	low	7
light	36	disease	0	low	7
light	37	WT	0	low	7
light	37	disease	0	low	7
light	38	WT	0	low	7
light	38	disease	0	low	7
light	39	WT	0	low	7
light	39	disease	0	low	7
dark	40	WT	6939.216518837432	low	7
dark	40	disease	4439.216518837432	low	7
dark	41	WT	5780.160308567987	low	7
dark	41	disease	3280.1603085679867	low	7
dark	42	WT	5496.29979350034	low	7
dark	42	disease	2996.299793500339	low	7
dark	43	WT	5118.028689462421	low	7
dark	43	disease	2618.0286894624214	low	7
dark	44	WT	5447.456746999446	low	7
dark	44	disease	2947.456746999446	low	7
dark	45	WT	5399.814742931755	low	7
dark	45	disease	2899.814742931755	low	7
dark	46	WT	4789.399012296942	low	7
dark	46	disease	2289.3990122969412	low	7
dark	47	WT	3511.0192614550974	low	7
dark	47	disease	1011.0192614550976	low	7
dark	48	WT	2169.1855334240563	low	7
dark	48	disease	-330.81446657594387	low	7
dark	49	WT	1588.5578173383642	low	7
dark	49	disease	-911.4421826616359	low	7
light	50	WT	0	low	7
light	50	disease	0	low	7
light	51	WT	0	low	7
light	51	disease	0	low	7
light	52	WT	0	low	7
light	52	disease	0	low	7
light	53	WT	0	low	7
light	53	disease	0	low	7
light	54	WT	0	low	7
light	54	disease	0	low	7
light	55	WT	0	low	7
light	55	disease	0	low	7
light	56	WT	0	low	7
light	56	disease	0	low	7
light	57	WT	0	low	7
light	57	disease	0	low	7
light	58	WT	0	low	7
light	58	disease	0	low	7
light	59	WT	0	low	7
light	59	disease	0	low	7
dark	60	WT	6131.508657376959	low	7
dark	60	disease	3631.508657376958	low	7
dark	61	WT	5945.328608853391	low	7
dark	61	disease	3445.328608853391	low	7
dark	62	WT	5588.164103653825	low	7
dark	62	disease	3088.1641036538244	low	7
dark	63	WT	5270.214188529648	low	7
dark	63	disease	2770.214188529648	low	7
dark	64	WT	5522.492724454327	low	7
dark	64	disease	3022.492724454327	low	7
dark	65	WT	4660.348851320141	low	7
dark	65	disease	2160.348851320141	low	7
dark	66	WT	3558.176621794079	low	7
dark	66	disease	1058.176621794079	low	7
dark	67	WT	2740.2317542824817	low	7
dark	67	disease	240.2317542824817	low	7
dark	68	WT	2506.0253314290658	low	7
dark	68	disease	6.025331429065858	low	7
dark	69	WT	3174.434505559181	low	7
dark	69	disease	674.4345055591809	low	7
light	70	WT	0	low	7
light	70	disease	0	low	7
light	71	WT	0	low	7
light	71	disease	0	low	7
light	72	WT	0	low	7
light	72	disease	0	low	7
light	73	WT	0	low	7
light	73	disease	0	low	7
light	74	WT	0	low	7
light	74	disease	0	low	7
light	75	WT	0	low	7
light	75	disease	0	low	7
light	76	WT	0	low	7
light	76	disease	0	low	7
light	77	WT	0	low	7
light	77	disease	0	low	7
light	78	WT	0	low	7
light	78	disease	0	low	7
light	79	WT	0	low	7
light	79	disease	0	low	7
dark	80	WT	5876.090054963118	low	7
dark	80	disease	3376.0900549631183	low	7
dark	81	WT	4958.264757944098	low	7
dark	81	disease	2458.264757944098	low	7
dark	82	WT	4998.4871398474725	low	7
dark	82	disease	2498.4871398474725	low	7
dark	83	WT	5243.182421851617	low	7
dark	83	disease	2743.182421851617	low	7
dark	84	WT	4868.9008759791195	low	7
dark	84	disease	2368.90087597912	low	7
dark	85	WT	4186.992214855636	low	7
dark	85	disease	1686.992214855636	low	7
dark	86	WT	2580.7454248601425	low	7
dark	86	disease	80.7454248601424	low	7
dark	87	WT	2788.275145651677	low	7
dark	87	disease	288.2751456516769	low	7
dark	88	WT	2977.1924322475647	low	7
dark	88	disease	477.19243224756457	low	7
dark	89	WT	1536.1495000185428	low	7
dark	89	disease	-963.8504999814573	low	7
acclimation	0	WT	4676.6364516869435	moderate	7
acclimation	0	disease	2176.636451686943	moderate	7
acclimation	1	WT	4987.2551447389105	moderate	7
acclimation	1	disease	2487.2551447389105	moderate	7
acclimation	2	WT	3309.553736967995	moderate	7
acclimation	2	disease	809.5537369679951	moderate	7
acclimation	3	WT	4463.760614420202	moderate	7
acclimation	3	disease	1963.7606144202023	moderate	7
acclimation	4	WT	4783.912428946563	moderate	7
acclimation	4	disease	2283.9124289465626	moderate	7
acclimation	5	WT	4211.503862704817	moderate	7
acclimation	5	disease	1711.503862704817	moderate	7
acclimation	6	WT	5036.566334292083	moderate	7
acclimation	6	disease	2536.566334292084	moderate	7
acclimation	7	WT	3314.2557995773304	moderate	7
acclimation	7	disease	814.2557995773307	moderate	7
acclimation	8	WT	4574.461817921991	moderate	7
acclimation	8	disease	2074.4618179219906	moderate	7
acclimation	9	WT	3942.8171989904104	moderate	7
acclimation	9	disease	1442.8171989904104	moderate	7
acclimation	10	WT	4172.642868326598	moderate	7
acclimation	10	disease	1672.6428683265976	moderate	7
acclimation	11	WT	4478.899686374913	moderate	7
acclimation	11	disease	1978.8996863749126	moderate	7
acclimation	12	WT	5452.4846892102105	moderate	7
acclimation	12	disease	2952.4846892102105	moderate	7
acclimation	13	WT	3227.387689476172	moderate	7
acclimation	13	disease	727.3876894761721	moderate	7
acclimation	14	WT	4494.95346675775	moderate	7
acclimation	14	disease	1994.95346675775	moderate	7
acclimation	15	WT	5285.917167110806	moderate	7
acclimation	15	disease	2785.917167110806	moderate	7
acclimation	16	WT	5493.042163754038	moderate	7
acclimation	16	disease	2993.042163754037	moderate	7
acclimation	17	WT	3297.78594233082	moderate	7
acclimation	17	disease	797.7859423308199	moderate	7
acclimation	18	WT	3409.057636133703	moderate	7
acclimation	18	disease	909.0576361337031	moderate	7
acclimation	19	WT	3868.3086576674764	moderate	7
acclimation	19	disease	1368.3086576674762	moderate	7
dark	20	WT	6860.362630297931	moderate	7
dark	20	disease	4360.362630297931	moderate	7
dark	21	WT	5909.508785494387	moderate	7
dark	21	disease	3409.5087854943868	moderate	7
dark	22	WT	4996.0893724570105	moderate	7
dark	22	disease	2496.0893724570105	moderate	7
dark	23	WT	4797.004724733657	moderate	7
dark	23	disease	2297.004724733657	moderate	7
dark	24	WT	4680.088422748007	moderate	7
dark	24	disease	2180.0884227480074	moderate	7
dark	25	WT	5295.004245180505	moderate	7
dark	25	disease	2795.0042451805048	moderate	7
dark	26	WT	4807.217466517869	moderate	7
dark	26	disease	2307.217466517869	moderate	7
dark	27	WT	3696.9140011741747	moderate	7
dark	27	disease	1196.9140011741747	moderate	7
dark	28	WT	2386.315326812165	moderate	7
dark	28	disease	-113.68467318783519	moderate	7
dark	29	WT	1432.5642247930193	moderate	7
dark	29	disease	-1067.4357752069807	moderate	7
light	30	WT	0	moderate	7
light	30	disease	0	moderate	7
light	31	WT	0	moderate	7
light	31	disease	0	moderate	7
light	32	WT	0	moderate	7
light	32	disease	0	moderate	7
light	33	WT	0	moderate	7
light	33	disease	0	moderate	7
light	34	WT	0	moderate	7
light	34	disease	0	moderate	7
light	35	WT	0	moderate	7
light	35	disease	0	moderate	7
light	36	WT	0	moderate	7
light	36	disease	0	moderate	7
light	37	WT	0	moderate	7
light	37	disease	0	moderate	7
light	38	WT	0	moderate	7
light	38	disease	0	moderate	7
light	39	WT	0	moderate	7
light	39	disease	0	moderate	7
dark	40	WT	5102.355832529053	moderate	7
dark	40	disease	2602.3558325290533	moderate	7
dark	41	WT	5566.681673035409	moderate	7
dark	41	disease	3066.681673035409	moderate	7
dark	42	WT	5384.502100448403	moderate	7
dark	42	disease	2884.502100448403	moderate	7
dark	43	WT	5003.228431866688	moderate	7
dark	43	disease	2503.228431866688	moderate	7
dark	44	WT	5795.993237381392	moderate	7
dark	44	disease	3295.993237381392	moderate	7
dark	45	WT	5358.970712771558	moderate	7
dark	45	disease	2858.9707127715587	moderate	7
dark	46	WT	5575.15683146042	moderate	7
dark	46	disease	3075.15683146042	moderate	7
dark	47	WT	3184.3698197839785	moderate	7
dark	47	disease	684.3698197839788	moderate	7
dark	48	WT	2270.3279982781123	moderate	7
dark	48	disease	-229.6720017218875	moderate	7
dark	49	WT	1321.7527507977677	moderate	7
dark	49	disease	-1178.2472492022323	moderate	7
light	50	WT	0	moderate	7
light	50	disease	0	moderate	7
light	51	WT	0	moderate	7
light	51	disease	0	moderate	7
light	52	WT	0	moderate	7
light	52	disease	0	moderate	7
light	53	WT	0	moderate	7
light	53	disease	0	moderate	7
light	54	WT	0	moderate	7
light	54	disease	0	moderate	7
light	55	WT	0	moderate	7
light	55	disease	0	moderate	7
light	56	WT	0	moderate	7
light	56	disease	0	moderate	7
light	57	WT	0	moderate	7
light	57	disease	0	moderate	7
light	58	WT	0	moderate	7
light	58	disease	0	moderate	7
light	59	WT	0	moderate	7
light	59	disease	0	moderate	7
dark	60	WT	6290.650959310172	moderate	7
dark	60	disease	3790.6509593101714	moderate	7
dark	61	WT	6939.012632989468	moderate	7
dark	61	disease	4439.012632989468	moderate	7
dark	62	WT	4824.759104675918	moderate	7
dark	62	disease	2324.7591046759185	moderate	7
dark	63	WT	6765.762410688413	moderate	7
dark	63	disease	4265.762410688413	moderate	7
dark	64	WT	5045.285525029932	moderate	7
dark	64	disease	2545.2855250299317	moderate	7
dark	65	WT	5015.772449235227	moderate	7
dark	65	disease	2515.7724492352277	moderate	7
dark	66	WT	3846.685697339337	moderate	7
dark	66	disease	1346.685697339337	moderate	7
dark	67	WT	2327.6112830113834	moderate	7
dark	67	disease	-172.38871698861664	moderate	7
dark	68	WT	2569.905444481408	moderate	7
dark	68	disease	69.90544448140781	moderate	7
dark	69	WT	2408.3344736043155	moderate	7
dark	69	disease	-91.66552639568431	moderate	7
light	70	WT	0	moderate	7
light	70	disease	0	moderate	7
light	71	WT	0	moderate	7
light	71	disease	0	moderate	7
light	72	WT	0	moderate	7
light	72	disease	0	moderate	7
light	73	WT	0	moderate	7
light	73	disease	0	moderate	7
light	74	WT	0	moderate	7
light	74	disease	0	moderate	7
light	75	WT	0	moderate	7
light	75	disease	0	moderate	7
light	76	WT	0	moderate	7
light	76	disease	0	moderate	7
light	77	WT	0	moderate	7
light	77	disease	0	moderate	7
light	78	WT	0	moderate	7
light	78	disease	0	moderate	7
light	79	WT	0	moderate	7
light	79	disease	0	moderate	7
dark	80	WT	7068.459498403605	moderate	7
dark	80	disease	4568.459498403605	moderate	7
dark	81	WT	5772.7109729171025	moderate	7
dark	81	disease	3272.7109729171025	moderate	7
dark	82	WT	5507.136943052313	moderate	7
dark	82	disease	3007.1369430523127	moderate	7
dark	83	WT	4943.511527307909	moderate	7
dark	83	disease	2443.511527307909	moderate	7
dark	84	WT	5023.550515266419	moderate	7
dark	84	disease	2523.550515266419	moderate	7
dark	85	WT	4153.580445688454	moderate	7
dark	85	disease	1653.5804456884548	moderate	7
dark	86	WT	2749.6032905906404	moderate	7
dark	86	disease	249.60329059064028	moderate	7
dark	87	WT	3435.358818100789	moderate	7
dark	87	disease	935.3588181007888	moderate	7
dark	88	WT	2547.440006411601	moderate	7
dark	88	disease	47.440006411601075	moderate	7
dark	89	WT	1199.0234684295453	moderate	7
dark	89	disease	-1300.9765315704547	moderate	7
acclimation	0	WT	5121.3694366013915	high	7
acclimation	0	disease	2621.369436601392	high	7
acclimation	1	WT	4580.312813112815	high	7
acclimation	1	disease	2080.312813112815	high	7
acclimation	2	WT	2868.4723797188826	high	7
acclimation	2	disease	368.47237971888285	high	7
acclimation	3	WT	3527.777138967547	high	7
acclimation	3	disease	1027.7771389675474	high	7
acclimation	4	WT	4413.136811303775	high	7
acclimation	4	disease	1913.136811303775	high	7
acclimation	5	WT	4011.2655432305746	high	7
acclimation	5	disease	1511.2655432305746	high	7
acclimation	6	WT	4972.2221620539085	high	7
acclimation	6	disease	2472.2221620539085	high	7
acclimation	7	WT	2727.5054039416673	high	7
acclimation	7	disease	227.5054039416675	high	7
acclimation	8	WT	5587.899044745126	high	7
acclimation	8	disease	3087.899044745126	high	7
acclimation	9	WT	3576.613653098046	high	7
acclimation	9	disease	1076.6136530980461	high	7
acclimation	10	WT	4745.71191728263	high	7
acclimation	10	disease	2245.711917282629	high	7
acclimation	11	WT	3789.6878417037315	high	7
acclimation	11	disease	1289.6878417037317	high	7
acclimation	12	WT	5049.8683361197845	high	7
acclimation	12	disease	2549.8683361197845	high	7
acclimation	13	WT	2668.600168091817	high	7
acclimation	13	disease	168.60016809181695	high	7
acclimation	14	WT	4850.209797158416	high	7
acclimation	14	disease	2350.209797158416	high	7
acclimation	15	WT	5200.548945733235	high	7
acclimation	15	disease	2700.5489457332346	high	7
acclimation	16	WT	3879.5059025105056	high	7
acclimation	16	disease	1379.5059025105058	high	7
acclimation	17	WT	1990.6446618858429	high	7
acclimation	17	disease	-509.3553381141571	high	7
acclimation	18	WT	3431.3689480821295	high	7
acclimation	18	disease	931.36894808212935	high	7
acclimation	19	WT	4201.774346529596	high	7
acclimation	19	disease	1701.774346529596	high	7
dark	20	WT	7173.395302628708	high	7
dark	20	disease	4673.395302628708	high	7
dark	21	WT	6889.740061455329	high	7
dark	21	disease	4389.740061455329	high	7
dark	22	WT	4123.632491200391	high	7
dark	22	disease	1623.6324912003909	high	7
dark	23	WT	4926.4183180377195	high	7
dark	23	disease	2426.4183180377195	high	7
dark	24	WT	4380.848551854107	high	7
dark	24	disease	1880.8485518541074	high	7
dark	25	WT	5416.884789756372	high	7
dark	25	disease	2916.884789756372	high	7
dark	26	WT	4106.157963838325	high	7
dark	26	disease	1606.1579638383241	high	7
dark	27	WT	4487.323039310993	high	7
dark	27	disease	1987.3230393109939	high	7
dark	28	WT	2564.265563156025	high	7
dark	28	disease	64.26556315602511	high	7
dark	29	WT	1658.4212837613632	high	7
dark	29	disease	-841.5787162386368	high	7
light	30	WT	0	high	7
light	30	disease	0	high	7
light	31	WT	0	high	7
light	31	disease	0	high	7
light	32	WT	0	high	7
light	32	disease	0	high	7
light	33	WT	0	high	7
light	33	disease	0	high	7
light	34	WT	0	high	7
light	34	disease	0	high	7
light	35	WT	0	high	7
light	35	disease	0	high	7
light	36	WT	0	high	7
light	36	disease	0	high	7
light	37	WT	0	high	7
light	37	disease	0	high	7
light	38	WT	0	high	7
light	38	disease	0	high	7
light	39	WT	0	high	7
light	39	disease	0	high	7
dark	40	WT	6453.746245289463	high	7
dark	40	disease	3953.7462452894633	high	7
dark	41	WT	6712.32633300078	high	7
dark	41	disease	4212.32633300078	high	7
dark	42	WT	4557.400302838814	high	7
dark	42	disease	2057.4003028388142	high	7
dark	43	WT	5605.435731243374	high	7
dark	43	disease	3105.4357312433744	high	7
dark	44	WT	5833.054937125048	high	7
dark	44	disease	3333.054937125048	high	7
dark	45	WT	5370.417005542156	high	7
dark	45	disease	2870.417005542156	high	7
dark	46	WT	5121.686145163069	high	7
dark	46	disease	2621.6861451630693	high	7
dark	47	WT	2608.8215900512114	high	7
dark	47	disease	108.82159005121161	high	7
dark	48	WT	991.4548133452711	high	7
dark	48	disease	-1508.545186654729	high	7
dark	49	WT	738.0739520862292	high	7
dark	49	disease	-1761.9260479137708	high	7
light	50	WT	0	high	7
light	50	disease	0	high	7
light	51	WT	0	high	7
light	51	disease	0	high	7
light	52	WT	0	high	7
light	52	disease	0	high	7
light	53	WT	0	high	7
light	53	disease	0	high	7
light	54	WT	0	high	7
light	54	disease	0	high	7
light	55	WT	0	high	7
light	55	disease	0	high	7
light	56	WT	0	high	7
light	56	disease	0	high	7
light	57	WT	0	high	7
light	57	disease	0	high	7
light	58	WT	0	high	7
light	58	disease	0	high	7
light	59	WT	0	high	7
light	59	disease	0	high	7
dark	60	WT	6725.3659113907	high	7
dark	60	disease	4225.3659113907	high	7
dark	61	WT	6536.6102345849795	high	7
dark	61	disease	4036.6102345849795	high	7
dark	62	WT	4416.76909738738	high	7
dark	62	disease	1916.7690973873791	high	7
dark	63	WT	5038.30733970285	high	7
dark	63	disease	2538.30733970285	high	7
dark	64	WT	5425.068547925707	high	7
dark	64	disease	2925.0685479257068	high	7
dark	65	WT	5369.3564981670615	high	7
dark	65	disease	2869.356498167061	high	7
dark	66	WT	3260.161349208839	high	7
dark	66	disease	760.1613492088389	high	7
dark	67	WT	2159.0750485903664	high	7
dark	67	disease	-340.9249514096334	high	7
dark	68	WT	1362.0789786157982	high	7
dark	68	disease	-1137.9210213842018	high	7
dark	69	WT	2706.0704383275734	high	7
dark	69	disease	206.0704383275733	high	7
light	70	WT	0	high	7
light	70	disease	0	high	7
light	71	WT	0	high	7
light	71	disease	0	high	7
light	72	WT	0	high	7
light	72	disease	0	high	7
light	73	WT	0	high	7
light	73	disease	0	high	7
light	74	WT	0	high	7
light	74	disease	0	high	7
light	75	WT	0	high	7
light	75	disease	0	high	7
light	76	WT	0	high	7
light	76	disease	0	high	7
light	77	WT	0	high	7
light	77	disease	0	high	7
light	78	WT	0	high	7
light	78	disease	0	high	7
light	79	WT	0	high	7
light	79	disease	0	high	7
dark	80	WT	6183.468613469925	high	7
dark	80	disease	3683.468613469925	high	7
dark	81	WT	4595.734962299905	high	7
dark	81	disease	2095.734962299906	high	7
dark	82	WT	4959.815582521037	high	7
dark	82	disease	2459.8155825210374	high	7
dark	83	WT	5718.458282430534	high	7
dark	83	disease	3218.458282430535	high	7
dark	84	WT	4418.16977845222	high	7
dark	84	disease	1918.1697784522207	high	7
dark	85	WT	2850.5763578914125	high	7
dark	85	disease	350.5763578914124	high	7
dark	86	WT	4373.795723591553	high	7
dark	86	disease	1873.7957235915526	high	7
dark	87	WT	2763.430289198541	high	7
dark	87	disease	263.4302891985409	high	7
dark	88	WT	3430.96524951261	high	7
dark	88	disease	930.9652495126102	high	7
dark	89	WT	1046.022993649911	high	7
dark	89	disease	-1453.977006350089	high	7
acclimation	0	WT	4528.63698469884	low	8
acclimation	0	disease	2028.63698469884	low	8
acclimation	1	WT	4646.787439525504	low	8
acclimation	1	disease	2146.787439525504	low	8
acclimation	2	WT	3453.578127736699	low	8
acclimation	2	disease	953.5781277366993	low	8
acclimation	3	WT	4596.906497263245	low	8
acclimation	3	disease	2096.906497263245	low	8
acclimation	4	WT	4456.993661750732	low	8
acclimation	4	disease	1956.9936617507324	low	8
acclimation	5	WT	3861.3040861503473	low	8
acclimation	5	disease	1361.3040861503475	low	8
acclimation	6	WT	4593.1050603559	low	8
acclimation	6	disease	2093.1050603558997	low	8
acclimation	7	WT	3312.104221032778	low	8
acclimation	7	disease	812.1042210327779	low	8
acclimation	8	WT	3959.4545536847554	low	8
acclimation	8	disease	1459.4545536847552	low	8
acclimation	9	WT	4178.691759792851	low	8
acclimation	9	disease	1678.6917597928514	low	8
acclimation	10	WT	3441.136894924838	low	8
acclimation	10	disease	941.1368949248381	low	8
acclimation	11	WT	4595.082863850237	low	8
acclimation	11	disease	2095.0828638502376	low	8
acclimation	12	WT	5455.973472748723	low	8
acclimation	12	disease	2955.9734727487225	low	8
acclimation	13	WT	3285.98077113344	low	8
acclimation	13	disease	785.9807711334403	low	8
acclimation	14	WT	3659.8966017069533	low	8
acclimation	14	disease	1159.896601706953	low	8
acclimation	15	WT	4710.913366411093	low	8
acclimation	15	disease	2210.9133664110936	low	8
acclimation	16	WT	4966.140103169775	low	8
acclimation	16	disease	2466.140103169775	low	8
acclimation	17	WT	3020.8742727616295	low	8
acclimation	17	disease	520.8742727616293	low	8
acclimation	18	WT	4023.2974424283857	low	8
acclimation	18	disease	1523.297442428386	low	8
acclimation	19	WT	3923.681824674517	low	8
acclimation	19	disease	1423.681824674517	low	8
dark	20	WT	6842.757905571035	low	8
dark	20	disease	4342.757905571035	low	8
dark	21	WT	5700.760770255856	low	8
dark	21	disease	3200.760770255856	low	8
dark	22	WT	5882.01546176784	low	8
dark	22	disease	3382.01546176784	low	8
dark	23	WT	4819.426483033389	low	8
dark	23	disease	2319.4264830333886	low	8
dark	24	WT	5057.362272535756	low	8
dark	24	disease	2557.362272535756	low	8
dark	25	WT	5225.837703781382	low	8
dark	25	disease	2725.8377037813816	low	8
dark	26	WT	5241.873214411309	low	8
dark	26	disease	2741.8732144113087	low	8
dark	27	WT	4278.724294218203	low	8
dark	27	disease	1778.7242942182029	low	8
dark	28	WT	3263.1029337258014	low	8
dark	28	disease	763.1029337258013	low	8
dark	29	WT	1768.8134090228664	low	8
dark	29	disease	-731.1865909771335	low	8
light	30	WT	0	low	8
light	30	disease	0	low	8
light	31	WT	0	low	8
light	31	disease	0	low	8
light	32	WT	0	low	8
light	32	disease	0	low	8
light	33	WT	0	low	8
light	33	disease	0	low	8
light	34	WT	0	low	8
light	34	disease	0	low	8
light	35	WT	0	low	8
light	35	disease	0	low	8
light	36	WT	0	low	8
light	36	disease	0	low	8
light	37	WT	0	low	8
light	37	disease	0	low	8
light	38	WT	0	low	8
light	38	disease	0	low	8
light	39	WT	0	low	8
light	39	disease	0	low	8
dark	40	WT	6280.115546831552	low	8
dark	40	disease	3780.1155468315515	low	8
dark	41	WT	5573.524326908949	low	8
dark	41	disease	3073.5243269089488	low	8
dark	42	WT	5174.310842247392	low	8
dark	42	disease	2674.310842247392	low	8
dark	43	WT	5384.181541687687	low	8
dark	43	disease	2884.1815416876875	low	8
dark	44	WT	5012.322896191427	low	8
dark	44	disease	2512.3228961914274	low	8
dark	45	WT	5668.678381294438	low	8
dark	45	disease	3168.6783812944373	low	8
dark	46	WT	4725.445535218012	low	8
dark	46	disease	2225.445535218012	low	8
dark	47	WT	2928.2288589756945	low	8
dark	47	disease	428.22885897569455	low	8
dark	48	WT	2107.1521418310595	low	8
dark	48	disease	-392.84785816894055	low	8
dark	49	WT	1767.633433946557	low	8
dark	49	disease	-732.366566053443	low	8
light	50	WT	0	low	8
light	50	disease	0	low	8
light	51	WT	0	low	8
light	51	disease	0	low	8
light	52	WT	0	low	8
light	52	disease	0	low	8
light	53	WT	0	low	8
light	53	disease	0	low	8
light	54	WT	0	low	8
light	54	disease	0	low	8
light	55	WT	0	low	8
light	55	disease	0	low	8
light	56	WT	0	low	8
light	56	disease	0	low	8
light	57	WT	0	low	8
light	57	disease	0	low	8
light	58	WT	0	low	8
light	58	disease	0	low	8
light	59	WT	0	low	8
light	59	disease	0	low	8
dark	60	WT	6534.166872358376	low	8
dark	60	disease	4034.166872358376	low	8
dark	61	WT	5469.866457482685	low	8
dark	61	disease	2969.8664574826853	low	8
dark	62	WT	5760.791668720685	low	8
dark	62	disease	3260.7916687206857	low	8
dark	63	WT	5759.349670609629	low	8
dark	63	disease	3259.349670609629	low	8
dark	64	WT	5735.06185584635	low	8
dark	64	disease	3235.0618558463502	low	8
dark	65	WT	4690.952926432238	low	8
dark	65	disease	2190.952926432238	low	8
dark	66	WT	3754.30224666324	low	8
dark	66	disease	1254.3022466632403	low	8
dark	67	WT	1911.0050462958038	low	8
dark	67	disease	-588.9949537041961	low	8
dark	68	WT	2687.4194530120594	low	8
dark	68	disease	187.41945301205953	low	8
dark	69	WT	2776.458141434953	low	8
dark	69	disease	276.4581414349534	low	8
light	70	WT	0	low	8
light	70	disease	0	low	8
light	71	WT	0	low	8
light	71	disease	0	low	8
light	72	WT	0	low	8
light	72	disease	0	low	8
light	73	WT	0	low	8
light	73	disease	0	low	8
light	74	WT	0	low	8
light	74	disease	0	low	8
light	75	WT	0	low	8
light	75	disease	0	low	8
light	76	WT	0	low	8
light	76	disease	0	low	8
light	77	WT	0	low	8
light	77	disease	0	low	8
light	78	WT	0	low	8
light	78	disease	0	low	8
light	79	WT	0	low	8
light	79	disease	0	low	8
dark	80	WT	6505.228014202672	low	8
dark	80	disease	4005.2280142026725	low	8
dark	81	WT	5276.856794910736	low	8
dark	81	disease	2776.856794910737	low	8
dark	82	WT	5244.643070982887	low	8
dark	82	disease	2744.643070982888	low	8
dark	83	WT	4715.296284150598	low	8
dark	83	disease	2215.2962841505973	low	8
dark	84	WT	4815.648637324954	low	8
dark	84	disease	2315.6486373249536	low	8
dark	85	WT	3431.7297517489374	low	8
dark	85	disease	931.7297517489374	low	8
dark	86	WT	3249.648414428385	low	8
dark	86	disease	749.6484144283852	low	8
dark	87	WT	2566.82172591695	low	8
dark	87	disease	66.82172591694999	low	8
dark	88	WT	3249.13942918945	low	8
dark	88	disease	749.1394291894499	low	8
dark	89	WT	1256.9134040004444	low	8
dark	89	disease	-1243.0865959995556	low	8
acclimation	0	WT	4074.4716293499796	moderate	8
acclimation	0	disease	1574.4716293499796	moderate	8
acclimation	1	WT	5314.179608776693	moderate	8
acclimation	1	disease	2814.179608776694	moderate	8
acclimation	2	WT	2601.0291296547052	moderate	8
acclimation	2	disease	101.02912965470523	moderate	8
acclimation	3	WT	4212.633123393594	moderate	8
acclimation	3	disease	1712.6331233935941	moderate	8
acclimation	4	WT	3850.9317019379987	moderate	8
acclimation	4	disease	1350.931701937999	moderate	8
acclimation	5	WT	3324.652062334616	moderate	8
acclimation	5	disease	824.6520623346157	moderate	8
acclimation	6	WT	5114.70377151026	moderate	8
acclimation	6	disease	2614.7037715102592	moderate	8
acclimation	7	WT	3857.712599628562	moderate	8
acclimation	7	disease	1357.7125996285624	moderate	8
acclimation	8	WT	4805.957580073011	moderate	8
acclimation	8	disease	2305.957580073011	moderate	8
acclimation	9	WT	3671.202387175671	moderate	8
acclimation	9	disease	1171.202387175671	moderate	8
acclimation	10	WT	3623.473532958389	moderate	8
acclimation	10	disease	1123.4735329583891	moderate	8
acclimation	11	WT	4524.259454983008	moderate	8
acclimation	11	disease	2024.2594549830085	moderate	8
acclimation	12	WT	5331.280774293165	moderate	8
acclimation	12	disease	2831.280774293166	moderate	8
acclimation	13	WT	3215.4101824306927	moderate	8
acclimation	13	disease	715.4101824306929	moderate	8
acclimation	14	WT	3510.3145449944373	moderate	8
acclimation	14	disease	1010.3145449944373	moderate	8
acclimation	15	WT	4531.147116708718	moderate	8
acclimation	15	disease	2031.1471167087184	moderate	8
acclimation	16	WT	4741.591012247117	moderate	8
acclimation	16	disease	2241.591012247117	moderate	8
acclimation	17	WT	3633.5706372890727	moderate	8
acclimation	17	disease	1133.5706372890725	moderate	8
acclimation	18	WT	3405.3183812344582	moderate	8
acclimation	18	disease	905.3183812344581	moderate	8
acclimation	19	WT	3366.6674613122486	moderate	8
acclimation	19	disease	866.6674613122484	moderate	8
dark	20	WT	6432.047550233637	moderate	8
dark	20	disease	3932.0475502336362	moderate	8
dark	21	WT	4910.573220019734	moderate	8
dark	21	disease	2410.573220019735	moderate	8
dark	22	WT	5300.355581481651	moderate	8
dark	22	disease	2800.355581481651	moderate	8
dark	23	WT	4430.88494565601	moderate	8
dark	23	disease	1930.8849456560104	moderate	8
dark	24	WT	4808.87929764737	moderate	8
dark	24	disease	2308.87929764737	moderate	8
dark	25	WT	5327.328490377629	moderate	8
dark	25	disease	2827.3284903776294	moderate	8
dark	26	WT	4766.301215798725	moderate	8
dark	26	disease	2266.3012157987255	moderate	8
dark	27	WT	4051.950995790825	moderate	8
dark	27	disease	1551.950995790825	moderate	8
dark	28	WT	2999.7107962383548	moderate	8
dark	28	disease	499.710796238355	moderate	8
dark	29	WT	1699.3783419307379	moderate	8
dark	29	disease	-800.621658069262	moderate	8
light	30	WT	0	moderate	8
light	30	disease	0	moderate	8
light	31	WT	0	moderate	8
light	31	disease	0	moderate	8
light	32	WT	0	moderate	8
light	32	disease	0	moderate	8
light	33	WT	0	moderate	8
light	33	disease	0	moderate	8
light	34	WT	0	moderate	8
light	34	disease	0	moderate	8
light	35	WT	0	moderate	8
